Raw_Title,Raw_ArXiv_or_DOI,Source,Issue,Notes
Evolutionary System Prompt Learning can Facilitate Reinforcement Learning for LLMs,arXiv:2602.14697,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Evolving LLM-Derived Control Policies for Residential EV Charging and Vehicle-to-Grid Energy Optimization,arXiv:2602.07275v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Fairness in Large Language Models: A Taxonomic Survey,10.1145/3682112.3682117,citation_expand,Irrelevant_or_unclear_scope,No clear RL or sequential decision context
FaithRL: Learning to Reason Faithfully through Step-Level Faithfulness Maximization,arXiv:2602.03507v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Fake-HR1: Rethinking Reasoning of Vision Language Model for Synthetic Image Detection,arXiv:2602.10042v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Fine-Tuning Large Vision-Language Models as Decision-Making Agents via Reinforcement Learning,arXiv:2405.10292v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
FIRE: Frobenius-Isometry Reinitialization for Balancing the Stability-Plasticity Tradeoff,arXiv:2602.08040v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
"Foundation models in robotics: Applications, challenges, and the future",10.1177/02783649241281508,citation_expand,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
Generalizable End-to-End Tool-Use RL with Synthetic CodeGym,arXiv:2509.17325v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Generating Data-Driven Reasoning Rubrics for Domain-Adaptive Reward Modeling,arXiv:2602.06795v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Generating Plausible and Context-Appropriate Comments on Social Media Posts: A Large Language Model-Based Approach,10.1109/access.2024.3488903,citation_expand,Irrelevant_or_unclear_scope,No clear RL or sequential decision context
Generative Reasoning Re-ranker,arXiv:2602.07774v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Generative Reasoning Re-ranker,arXiv:2602.07774,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
GFlowPO: Generative Flow Network as a Language Model Prompt Optimizer,arXiv:2602.03358v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Goal-Conditioned Predictive Coding for Offline Reinforcement Learning,arXiv:2307.03406,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Grandmaster level in StarCraft II using multi-agent reinforcement learning,10.1038/s41586-019-1724-z,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Guide Your Agent with Adaptive Multimodal Rewards,arXiv:2309.10790,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Guided by Trajectories: Repairing and Rewarding Tool-Use Trajectories for Tool-Integrated Reasoning,arXiv:2601.23032v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Harmonizing Supervised Fine-Tuning and Reinforcement Learning with Reward-Based Sampling for Continual Machine Unlearning,10.3390/electronics15040771,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
How to Prompt Your Robot: A PromptBook for Manipulation Skills with Code as Policies,10.1109/icra57147.2024.10610784,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
How2Everything: Mining the Web for How-To Procedures to Evaluate and Improve LLMs,arXiv:2602.08808v1,targeted_search,Irrelevant_or_unclear_scope,No clear RL or sequential decision context
Human-level control through deep reinforcement learning,10.1038/nature14236,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Improving Generalization in Reinforcement Learning with Mixture Regularization,arXiv:2010.10814,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Intelli-Planner: Towards Customized Urban Planning via Large Language Model Empowered Reinforcement Learning,arXiv:2601.21212,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Interactive Fiction Games: A Colossal Adventure,10.1609/aaai.v34i05.6297,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Interactive Language: Talking to Robots in Real Time,10.1109/lra.2023.3295255,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Keep CALM and Explore: Language Models for Action Generation in Text-based Games,arXiv:2010.02903v1,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Kimi k1.5: Scaling Reinforcement Learning with LLMs,arXiv:2501.12599v4,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Knowledge is Not Enough: Injecting RL Skills for Continual Adaptation,arXiv:2601.11258v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
KoLA: Carefully Benchmarking World Knowledge of Large Language Models,arXiv:2306.09296,pdf_ref,Irrelevant_or_unclear_scope,No clear RL or sequential decision context
Language as an Abstraction for Hierarchical Deep Reinforcement Learning,arXiv:1906.07343,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Language Model Self-improvement by Reinforcement Learning Contemplation,arXiv:2305.14483v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Large Artificial Intelligence Model Guided Deep Reinforcement Learning for Resource Allocation in Non Terrestrial Networks,arXiv:2601.08254,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Large language model-enhanced reinforcement learning for generic bus holding control strategies,10.1016/j.tre.2025.104142,citation_expand,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Large Language Models Are Neurosymbolic Reasoners,10.1609/aaai.v38i16.29754,citation_expand,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Large Language Models for Physics Instrument Design,arXiv:2601.07580,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
"Large Language Models: A Comprehensive Survey of its Applications, Challenges, Limitations, and Future Prospects",10.36227/techrxiv.23589741.v4,citation_expand,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
"Large Language Models: A Comprehensive Survey of its Applications, Challenges, Limitations, and Future Prospects",10.36227/techrxiv.23589741.v3,citation_expand,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
Learning Latent Dynamics for Planning from Pixels,arXiv:1811.04551,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning Self-Correction in Vision-Language Models via Rollout Augmentation,arXiv:2602.08503v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Learning to Model the World with Language,arXiv:2308.01399v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning to Parse Natural Language Commands to a Robot Control System,10.1007/978-3-319-00065-7_28,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Learning to summarize from human feedback,arXiv:2009.01325,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Leveraging Generative AI and Large Language Models: A Comprehensive Roadmap for Healthcare Integration,10.3390/healthcare11202776,papers.csv,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
Leveraging large language models for comprehensive locomotion control in humanoid robots design,10.1016/j.birob.2024.100187,citation_expand,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
LLM-based Multi-Agent Reinforcement Learning: Current and Future Directions,arXiv:2405.11106v1,papers.csv,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
Local Policies Enable Zero-shot Long-horizon Manipulation,arXiv:2410.22332v2,targeted_search,Irrelevant_or_unclear_scope,No clear RL or sequential decision context
M2CURL: Sample-Efficient Multimodal Reinforcement Learning via Self-Supervised Representation Learning for Robotic Manipulation,arXiv:2401.17032v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
MAC-AMP: A Closed-Loop Multi-Agent Collaboration System for Multi-Objective Antimicrobial Peptide Design,arXiv:2602.14926v1,targeted_search,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
MAC-AMP: A Closed-Loop Multi-Agent Collaboration System for Multi-Objective Antimicrobial Peptide Design,arXiv:2602.14926,targeted_search,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
Masked World Models for Visual Control,arXiv:2206.14244,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Mastering Atari with Discrete World Models,arXiv:2010.02193,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",arXiv:1911.08265v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
MedXIAOHE: A Comprehensive Recipe for Building Medical MLLMs,arXiv:2602.12705v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Meta-Sel: Efficient Demonstration Selection for In-Context Learning via Supervised Meta-Learning,arXiv:2602.12123v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Mixture of Masters: Sparse Chess Language Models with Player Routing,arXiv:2602.04447v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Mobile battery energy storage system control with knowledge‐assisted deep reinforcement learning,10.1049/enc2.12075,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Modular Multitask Reinforcement Learning with Policy Sketches,arXiv:1611.01796,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
MolAct: An Agentic RL Framework for Molecular Editing and Property Optimization,arXiv:2512.20135v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Motif: Intrinsic Motivation from Artificial Intelligence Feedback,arXiv:2310.00166v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Multitask Learning and Reinforcement Learning for Personalized Dialog Generation: An Empirical Study,10.1109/tnnls.2020.2975035,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Native Reasoning Models: Training Language Models to Reason on Unverifiable Data,arXiv:2602.11549v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Natural Language-conditioned Reinforcement Learning with Inside-out Task Language Development and Translation,arXiv:2302.09368v1,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Nemotron-Research-Tool-N1: Exploring Tool-Using Language Models with Reinforced Reasoning,arXiv:2505.00024v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
New Skills or Sharper Primitives? A Probabilistic Perspective on the Emergence of Reasoning in RLVR,arXiv:2602.08281v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
No More Manual Tests? Evaluating and Improving ChatGPT for Unit Test Generation,arXiv:2305.04207v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Offline Reinforcement Learning as One Big Sequence Modeling Problem,arXiv:2106.02039,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
OmniVL-Guard: Towards Unified Vision-Language Forgery Detection and Grounding via Balanced RL,arXiv:2602.10687v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
On the Optimal Reasoning Length for RL-Trained Language Models,arXiv:2602.09591v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
One Tool Is Enough: Reinforcement Learning for Repository-Level LLM Agents,arXiv:2512.20957v5,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Open-Vocabulary Predictive World Models from Sensor Observations,10.3390/s24144735,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
OpenChat: Advancing Open-source Language Models with Mixed-Quality Data,arXiv:2309.11235v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
PAFT: Prompt-Agnostic Fine-Tuning,arXiv:2502.12859v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
PEARL: Self-Evolving Assistant for Time Management with Reinforcement Learning,arXiv:2601.11957v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
POINTS-GUI-G: GUI-Grounding Journey,arXiv:2602.06391v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Policy Optimization with Augmented Value Targets for Generalization in Reinforcement Learning,10.1109/ijcnn54540.2023.10191507,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Practical Topology Optimization with Deep Reinforcement Learning and Genetic Algorithms,10.11648/j.ajasr.20261201.11,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Predicting LLM Output Length via Entropy-Guided Representations,arXiv:2602.11812,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Preserving and combining knowledge in robotic lifelong reinforcement learning,10.1038/s42256-025-00983-2,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Proximal Policy Optimization Algorithms,arXiv:1707.06347v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
QT-Opt: Scalable Deep Reinforcement Learning for Vision-Based Robotic Manipulation,arXiv:1806.10293,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Quark: Controllable Text Generation with Reinforced Unlearning,arXiv:2205.13636v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Query Rewriting for Retrieval-Augmented Large Language Models,arXiv:2305.14283v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Query Rewriting in Retrieval-Augmented Large Language Models,10.18653/v1/2023.emnlp-main.322,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
R1-Searcher: Incentivizing the Search Capability in LLMs via Reinforcement Learning,arXiv:2503.05592v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Rapid generation method of process routes based on multi-agent collaboration with LLMs,10.1016/j.aei.2025.103733,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Read and Reap the Rewards: Learning to Play Atari with the Help of Instruction Manuals,arXiv:2302.04449,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Recursive Introspection: Teaching Language Model Agents How to Self-Improve,arXiv:2407.18219v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Reflexion: Language Agents with Verbal Reinforcement Learning,arXiv:2303.11366,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Reinforcement Learning for Engineering Design Automation,10.1016/j.aei.2022.101612,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
